temperature,humidity,rainfall,soil_moisture
31.30922857,31.07243608,17.55660156,28.22292218
29.13714688,89.26334338,17.5916371,49.23560566
29.58014336,55.66638802,17.4115685,42.7608245
30.42540693,53.05959883,4.775924228,39.47289355
16.48089303,70.77883696,9.024786884,41.82768868
22.16931457,43.09523327,19.69979312,37.76013643
17.31738119,86.99767104,15.44024953,50.11171363
32.26206852,77.18070086,0.543348425,51.2006703
27.46596254,35.36466014,1.304091825,21.0846155
21.6179605,55.05484655,9.278627536,35.75077618
16.27116701,82.74709845,18.18440412,49.02000886
21.21964643,86.68392134,10.77403596,52.9892014
21.50366644,58.04409067,9.956250161,35.61676066
29.59212357,66.80468335,2.109473999,42.04451057
27.75114943,40.02203677,13.13560209,35.09371949
32.74425485,89.47011757,16.44206321,55.6629267
24.4442985,43.90030208,7.60840015,22.77223512
17.39188492,86.56390645,15.51223702,60.34988562
29.26489574,68.97879894,19.28953308,54.0340452
30.21570097,66.46420769,4.075329183,36.6505665
26.22554395,60.76131066,10.46659262,43.79017607
30.4193436,43.8401887,5.742759162,29.67957541
24.87591193,40.59168192,15.85708838,32.24746829
25.45465659,43.22917254,11.55186732,33.03247736
23.55082037,41.18629573,12.69164835,29.02468464
15.50838253,76.77506841,15.95828319,42.31287728
17.15782854,51.00751555,7.919409453,28.78228297
15.62858371,33.47056059,18.30180137,20.50325611
27.72820823,88.14615781,10.66057734,50.3645458
21.28711962,83.0271531,3.159096457,48.19564028
25.17141382,85.66513699,13.91798236,49.58878917
33.15132948,89.69446936,15.86522701,61.37593925
19.98584458,40.43371495,6.335233541,34.91588834
23.20765846,53.77452113,17.14358514,34.37800893
30.11102277,75.49430854,18.1228651,51.60205662
19.57596331,71.76123708,5.538089748,45.35945104
16.5395982,39.23375438,19.67042945,30.87285389
20.79502906,78.9499875,2.814230561,46.65612492
18.22442575,43.46643431,4.040313368,31.72201964
33.59395305,43.42905689,3.684496785,34.94085848
31.16240759,62.21846537,17.8797942,37.84560169
27.66807513,65.57639609,13.08585105,48.05157112
32.4292118,64.80517247,3.042085664,47.1762211
31.07344154,35.48921024,8.806468367,25.01150074
18.73140118,82.64765176,12.3059605,49.59412751
32.85117997,45.93600256,1.6692817,36.57385657
25.78684484,37.77089528,17.64832737,29.10459747
31.1488031,83.32488479,16.07207071,59.58638771
32.921826,87.33908989,10.10413547,67.38628231
21.3600695,81.72765704,19.34253231,47.21042567
17.20103849,78.57096448,8.355219586,39.21161469
19.55870325,69.31451884,19.68220638,45.98040465
23.54215577,63.05144224,13.35839998,44.86786037
31.36029532,35.21920559,12.69342547,28.40204462
32.21461167,54.50719278,3.319097906,44.84810279
15.13904261,52.36131102,17.63855517,27.55705033
25.21494605,45.58522703,8.549793758,35.5316492
23.34822006,73.40520682,3.244668116,41.32669895
19.44215621,59.7525441,0.2521504,44.35623853
17.39730735,34.86277295,11.19511367,34.85217818
21.75230343,43.21099212,10.54799244,26.40750264
33.85819408,70.99552582,14.38707245,45.78484994
21.46405864,34.56785157,17.80516106,31.58211502
25.37581243,81.07241484,1.588131693,46.53092424
29.06037918,59.70879162,14.62992981,41.27143944
22.27259205,58.83519464,3.748238882,36.97596481
34.43564165,65.54446708,17.16354106,36.93726847
34.2489459,79.48085796,16.38127028,53.22217807
20.03564592,50.86855247,10.8158751,30.15950616
24.94497012,70.68096915,14.20485597,43.19933269
21.0175662,63.94391784,6.287002264,46.75278925
20.69680989,46.02169621,9.423357979,24.8220282
15.73773895,82.71779918,16.43273795,53.4327948
27.19128668,77.8455613,9.185303943,47.52241279
25.05358046,69.50711008,7.155965307,42.3020214
16.02957502,81.03490375,9.884248945,51.25503365
20.57292928,82.03765206,16.56498505,52.2039583
33.16531772,72.5017786,6.704160947,50.39438179
19.79123781,80.2207997,3.475231863,51.58374087
17.89789744,71.8482877,14.24028041,42.48502725
24.78905521,70.80844631,16.51956425,43.08366889
34.71300908,67.11668269,2.01274957,38.94904135
19.84110543,75.16299837,4.797482255,40.36627462
28.44271095,39.51630632,2.839439795,43.60432653
30.23239231,82.85224555,6.958828232,58.11100402
19.75275088,82.31061166,9.007019578,42.12716318
29.56432697,31.75483698,14.97652674,21.12973215
22.35566265,79.54900503,13.0229517,51.49512196
27.64611661,37.73219205,12.41857135,32.37996926
27.67059422,50.10713126,7.047498932,37.50866286
25.71549368,74.61049538,16.82895106,47.11090704
16.8057954,39.64559376,9.425743348,26.12241287
31.70604991,79.07802145,19.58209876,54.60664307
21.4156013,79.92805068,12.68284277,49.35473931
18.73037021,60.44806403,2.525294831,25.25170018
15.81550283,30.3831523,13.52355124,21.4919391
26.81785886,47.22228799,6.502080309,28.69988554
28.55128724,67.0156151,13.72654393,45.6945596
15.33175658,88.87117068,1.392822963,64.23997192
25.24186117,67.90881162,3.497628744,44.06389824
19.5299155,45.58821486,17.11474518,30.50838269
27.90345581,68.04034219,4.54359114,47.90893357
18.48732858,62.39912278,16.7408225,42.5073639
28.81875476,76.79072371,5.585521769,50.25856509
22.73470693,36.41883833,12.8576382,30.63561185
33.73459977,75.66167415,13.88301147,61.01053713
17.75041888,62.47599472,10.25309506,32.95929986
21.82132702,87.77952023,6.106213534,54.02556131
17.26947042,50.51232996,4.252887527,26.65567796
33.49387237,67.95731359,0.663787091,46.93713915
32.54678707,85.92168633,6.078928025,49.34723233
20.15883255,36.15058368,13.06325581,24.6487587
28.19968092,86.23370923,18.76609637,53.8545286
31.344444,71.27314334,17.42408965,53.4038064
26.10401623,34.07022355,15.32129553,32.52284797
25.59301157,48.05781402,15.76894687,28.63201297
19.83704582,72.49032532,13.29969807,45.13088657
16.86205536,34.04103609,5.205737151,19.57238281
32.94431516,64.93022761,18.14390061,39.68466392
33.00836114,50.75298342,13.41464624,36.87684405
27.66202915,67.25493107,11.20881262,42.62542286
21.78059582,32.74452203,2.219789384,35.48398007
21.98419149,82.29220837,8.941110876,51.69438293
29.51911358,88.40933815,9.207165424,48.01374873
32.9422052,88.13267132,17.29127219,54.58338164
32.74172849,74.9791099,10.9329644,54.60558286
30.59751092,37.80517441,7.608010979,40.04565654
27.84063292,75.49579176,19.53600657,42.07737051
16.6827993,31.47521499,2.214411867,11.78570773
18.23257428,31.32741309,8.450968566,32.17849842
32.97108377,49.41661315,0.840493503,36.71580129
27.12858119,59.31859142,14.79808242,36.41602289
15.18394103,76.22444507,18.36153104,49.01285648
17.02943086,70.9977226,5.600746591,28.54910118
28.27003538,56.75416238,17.16683354,40.30833605
15.10123168,46.41759998,5.844364609,30.54714828
18.21616103,89.82747001,18.21540323,58.64301466
25.97467579,55.57087813,15.07923807,33.52420966
28.83790395,57.08322146,16.09813554,40.84104483
28.03922519,39.81742927,0.360131112,23.76538528
19.48538619,77.68857292,19.25620714,49.81806253
29.24358443,71.62093355,14.53341984,43.01349446
19.74498175,43.24617677,6.095021908,26.72508309
21.50799396,34.94286274,16.5878933,22.26233124
29.9298281,70.82995812,5.630423968,48.7756935
27.99265798,69.27067286,17.45507679,50.81640476
31.98446821,46.39557162,2.251607808,32.07034498
28.15225785,87.05181374,14.07371955,54.97751811
26.36617207,39.06347351,10.81396953,22.36142521
16.87349536,55.94008806,1.930689404,31.91984728
22.35431606,86.61695521,4.837876565,50.73132465
20.30404735,55.18363902,0.248080726,46.83661531
19.87979287,68.31155686,9.375359309,36.43495302
34.4602111,53.85566388,6.025305215,45.7918425
22.86195449,46.45291214,11.96714969,37.46276622
32.8409311,89.03865888,5.944756154,56.96374202
27.62277252,54.56004038,5.99838223,45.55963081
30.89622607,83.64595222,14.86386397,55.92514409
25.05274186,43.79727635,0.96285672,31.55282806
26.53807769,42.78628224,18.0578999,32.70054114
24.85035388,31.86804497,17.04527749,32.91602856
18.90485976,69.10000952,13.35609366,48.37502759
29.44904231,52.11158062,11.8644314,34.13500285
20.61544725,81.86149499,17.84604996,44.08835569
15.48631933,58.3925944,3.706603591,33.56861053
27.90944592,88.09160567,1.579383244,48.73432044
18.54221359,41.13153094,4.790203398,26.76884735
33.80917169,82.11739008,15.89156557,60.56695033
34.07857154,76.59581117,0.693405335,46.37364984
33.2972878,76.25531068,11.6561367,50.23395211
22.40317401,80.68699369,19.90875032,51.33631278
15.30913233,75.66143946,17.11392188,50.08839821
33.56637125,67.5732193,10.42891378,34.70785711
23.56368297,37.87469266,1.272818186,23.22751338
34.33309638,31.95157077,16.62747029,30.65762682
34.27239954,85.25087087,11.97957016,61.30346411
32.06018911,66.99901887,2.298659941,41.11778592
20.88897784,77.79223746,1.877145696,36.15547769
22.70195457,58.89134109,18.19253639,42.99332142
32.02273343,37.03849134,13.38400526,27.62605481
21.3384401,37.51114753,16.58573599,22.5259197
18.38985493,71.13391723,17.57957801,41.47810375
26.13602525,55.81835369,11.43544704,37.11444704
33.72309548,42.0314836,10.34892704,30.17873253
28.92059593,59.4956728,8.608548206,29.11789454
26.4012234,33.85253622,6.338931756,30.59975247
16.94352988,64.91828411,8.691919217,45.65496007
27.30014453,46.13960427,15.47759311,37.61297407
34.801077,77.85354604,12.03846862,46.08636149
17.8016803,48.62171754,17.8504658,32.21399835
25.36659305,57.31320894,8.867600288,38.00749587
32.54746144,30.69723239,12.14179157,30.53518489
29.81537236,34.34681327,12.62615106,31.984951
28.94031482,53.54961338,11.83394325,34.15282079
29.04968168,58.79633008,14.05267546,41.33358242
22.18982302,66.00123289,4.748669367,42.89369925
20.87183689,47.49975472,10.24727555,39.33999515
31.18722311,71.69891317,2.084496056,49.14505543
31.20226789,81.60734383,7.690226553,55.64768103
32.34144637,76.79105933,9.753341372,50.46776499
33.26481105,32.37712952,13.04448519,35.82920084
25.22684798,58.83041684,19.01062105,42.834201
25.03032589,36.29581071,12.01302133,23.75416784
30.96590358,44.52270095,14.87187832,41.54234707
27.99927862,89.1997556,10.12532119,58.51424198
29.03933755,38.54973257,12.68208063,28.30786357
30.91585339,59.93328921,1.418644323,37.12766465
32.80010684,67.08934406,5.087831617,45.88514813
21.75990314,72.14789823,7.237061864,46.36525641
22.51165905,63.57892101,9.4498671,41.41939297
16.8796388,30.58625085,0.91297491,22.09615541
26.56560282,49.58767849,2.800481951,41.82340336
15.71884548,61.0626986,5.536286156,41.71197594
24.31196036,35.27198995,19.43065382,29.7688918
25.85289269,51.03761587,6.626940142,39.30661668
20.73082504,31.99218653,9.640821162,18.98088549
26.81666521,34.71470983,3.921954255,28.17638058
15.610005,53.81539657,12.21560142,43.08035182
15.74696377,37.96294524,5.61366431,23.73806514
31.45201121,64.0524509,4.139851569,38.05162948
22.20381283,71.36789815,10.33145257,41.15093899
17.54121025,78.03520195,0.110115983,38.85382206
25.4448652,42.00901465,0.153280653,24.74481348
30.39987106,40.04895494,4.381376182,28.16817353
19.31642055,36.27407042,0.73442725,17.05101173
27.45780952,68.18581497,2.160515083,42.84044503
16.7069493,72.38854359,6.777212987,47.07318505
16.03363442,31.89516869,16.05171359,19.42923649
25.62709263,86.17273477,11.44097287,60.65910937
25.81270243,33.11827702,10.25335452,28.90758059
27.74859803,62.47778012,5.869776464,45.89032769
29.52182667,72.54363117,18.63507439,45.56620569
34.51704159,82.25814742,7.940300825,57.34487249
25.32600697,72.84521593,1.741855336,38.90911162
21.45912946,78.10368498,12.34133032,52.4090849
30.9037239,50.36701155,2.27676787,35.76917322
20.41664503,78.88950682,6.904462856,49.71689559
23.77942841,34.80689078,10.14823877,20.68894864
16.56912763,83.68899936,17.48445049,45.83677886
15.50701487,62.85554257,9.870931607,41.04020316
34.25296829,79.0378662,14.04517532,47.86211863
31.71960241,57.13909707,19.85633678,44.37272808
28.91948412,68.61466171,2.629782398,36.67344354
23.17905889,61.58415966,5.49463051,43.08559466
18.4658864,73.89537131,7.891521512,37.9031393
18.12874085,34.89779892,8.436563571,27.33633412
20.00485796,33.62112504,8.220421505,27.58425888
25.98453329,44.82619404,18.15222005,30.35504193
29.29191845,39.57268081,14.28065289,34.34017935
28.20394753,82.307014,12.15810428,53.34852343
20.59867794,43.15283924,6.187454357,26.29930459
34.09730561,88.55191535,16.47580768,52.75753748
29.75793833,50.21374751,19.10121023,28.04136884
26.08708105,40.92707494,16.42396565,33.32270515
27.23441492,77.38191043,0.031302104,39.04352626
23.39200125,69.52246653,12.7280274,44.80116012
19.95461979,59.89174299,1.022707629,34.81955788
22.11945357,63.32181306,5.152144407,42.72288536
30.15692221,73.1521067,1.190494007,44.35100131
15.28786977,43.70728448,12.07590906,27.20794605
17.32145281,89.78003496,13.73179827,56.4921665
15.92005284,88.48758973,2.289752761,51.15305141
15.81457605,69.01954118,7.676777661,42.37027872
32.10921168,41.97254706,9.124730179,34.79032102
29.07315719,70.81369455,7.381060435,37.9271459
24.48347658,34.33190454,2.42050001,28.77903865
16.95668321,31.83915013,8.378955804,25.74471516
24.8323175,45.46097331,15.02356096,28.10147845
24.46943542,57.7573774,1.420153291,35.28314762
18.4640374,82.09635032,1.603600282,46.71157
23.67703298,73.63014419,7.095425837,44.66478323
22.97009469,74.56239127,18.83451423,49.60842672
27.31700196,55.52960007,13.37145293,45.79102512
27.70187302,50.75609955,13.57339913,41.81212515
15.9060802,52.26232578,7.238399817,25.78957094
22.49225229,89.25897382,11.87321582,56.86215572
27.51719831,32.40655148,0.202623681,31.14362657
25.06272517,82.02188977,12.72192093,53.00818922
32.12979682,64.72052451,18.26573895,51.10725122
28.17387263,56.31692515,12.25146937,49.12227047
18.25868854,73.51545962,17.47397187,50.84867848
16.41137495,59.20013649,14.47946111,38.66591593
27.84838556,82.40539428,2.411168328,55.26488885
15.53022621,84.04211184,18.04906615,51.01437618
26.71551163,55.30325561,1.328876887,36.05157189
33.80460483,46.60966783,10.67934945,33.82501408
26.50948356,65.54101972,2.842742476,49.10897021
22.76339852,84.74180074,0.234132215,45.15460304
27.86576437,42.63973134,8.440685203,39.02957064
24.16505781,67.37799501,5.900814153,44.6179983
25.91233579,67.89361321,9.720009876,36.66797844
33.82929618,73.98678134,11.54399773,51.28922554
22.72205276,37.89406111,0.874781446,15.43847013
34.22381128,72.94949788,2.460065902,50.36144559
33.10701284,84.54195124,11.17284793,58.86380647
18.9158227,40.78098653,6.863347063,24.47612971
16.38722602,44.2525995,14.58346975,30.57689998
17.01556003,88.28370564,13.04583297,61.62647459
15.36443651,40.85861716,16.91208726,25.89232347
16.88885922,81.2631056,13.84985653,43.17364394
28.66013547,59.53667139,8.598621548,47.49441766
16.42377297,44.83386446,13.45933245,39.84886657
21.37951261,82.24499408,5.507623485,48.65635388
31.89750622,56.7183153,6.126269976,44.21097869
15.46543871,60.88904124,15.7797032,44.94747245
31.28936965,51.55400216,8.928390328,33.23706888
20.6370955,65.57705109,15.96760681,39.74664638
17.36329655,39.81143236,16.44844747,34.5587672
28.93474331,53.4648922,17.15124675,47.26818984
27.57885694,88.16473934,18.33270472,58.83697199
32.54944027,45.48800596,8.61970441,29.83370418
29.70142088,69.40419987,6.377336366,54.82329903
31.06961861,49.51140385,11.64397493,33.75052801
20.64069145,76.40838754,7.423448469,44.20540199
18.54879088,37.85241964,12.02148334,28.60683292
30.01229503,88.1892627,14.11171725,63.69146542
31.13669479,57.22737248,13.76810037,44.97819463
34.81010284,44.1630278,7.49105774,36.0970838
23.25235354,34.40980484,3.337204034,27.16449194
22.44036172,40.18547431,8.610586769,28.76453636
30.52825921,61.18643691,2.851882882,43.11277037
21.81607081,50.22019059,17.8019407,22.56750429
33.61514651,79.73300195,6.917549215,49.85151748
32.16825504,55.85325142,3.089194944,39.40155088
23.57988055,44.92285636,0.508955198,23.88211296
30.01742136,67.0286992,12.91644773,47.03448214
30.09085748,72.40663301,12.73804635,46.75582692
17.06247738,40.02251447,6.812083332,35.26979561
33.05105813,40.05715298,1.434237777,38.09584011
25.10504745,32.20028562,8.192577898,22.94114478
31.52914932,74.1841209,6.224349901,47.04148667
21.40099202,69.82827166,13.54241279,43.67317817
32.91046457,58.47785254,12.11558499,39.27688526
22.78403357,80.65022694,7.291874564,49.59382337
15.21675303,78.34020918,4.357851085,40.81529037
33.10763953,65.12126186,19.76071932,40.79198998
16.82573354,82.09627683,9.080032424,51.02542108
21.38627275,42.3504726,13.76548472,33.49186299
34.00123934,36.71517716,2.811059352,25.09859346
34.01214294,46.18497669,9.711793993,39.71526718
26.46875776,33.42521137,0.550734397,21.60549125
27.63674424,61.87017168,10.10910236,42.51375577
23.96891044,86.19634154,19.28034814,58.24663359
20.86421543,32.36061244,7.68413426,23.80833488
21.57329091,37.32659484,0.779920251,27.5649733
28.45036912,57.1319417,0.619115818,34.64275653
30.04749059,86.03250105,7.759735199,52.60011183
30.83158087,48.9693663,3.200498729,33.34496
30.79236286,60.43408852,0.467041927,35.81526977
16.82412206,32.49437154,15.12427228,23.43540603
24.88840609,38.90059206,9.170460178,21.0078184
16.1511752,89.19780738,5.784895439,48.1454666
25.99057765,87.90712179,18.00166366,53.92668945
23.83061003,30.29639886,2.322779204,21.48103951
32.75408366,87.10870713,19.11837658,55.99676675
22.01830025,68.34719627,6.279334348,41.72613408
17.34134033,82.07509767,17.76807345,52.19077321
17.85983364,57.28439134,12.05885753,40.78450264
30.23021263,60.93576171,16.53414719,39.59494795
27.36436127,59.33079482,19.68026326,35.79475416
17.02245352,70.01185545,5.768108756,36.05606347
16.68213612,38.37907529,19.22270971,25.60270582
29.01938263,31.79841539,7.789637898,24.40334348
16.45526013,48.4757965,7.710238095,26.86654357
31.43720119,72.28084576,6.807742085,40.45254833
29.12484454,42.11120713,10.82815215,29.67808322
16.62697561,70.405946,3.082900864,41.71477896
16.69675428,88.19472277,11.07422971,54.29638094
34.73279157,35.63404295,10.83409625,27.61656293
22.48541592,70.35612709,15.23803625,42.90630646
22.41284294,56.62501316,16.67299924,33.73746777
31.25599135,82.08853526,8.808827006,52.02563458
33.94497155,40.62898737,6.046664987,27.46517497
34.72002128,71.55755713,5.186697946,50.09776361
30.06756371,80.28691738,3.892476734,41.01289069
22.52519171,86.67685317,1.152951644,48.52842606
16.67001433,70.9948817,6.848959577,43.37377376
30.54293832,59.83048584,5.404953843,41.07828777
26.16808499,67.07083441,19.32834772,58.71668057
23.48444018,82.13429907,11.15417653,52.09231702
33.1270877,64.2365848,6.945540781,38.42525388
17.22394965,31.82322358,11.60935202,22.92334585
24.85250209,85.85692173,2.783934027,42.05976663
15.2270729,71.37160506,8.880874984,41.62710065
24.37321284,70.59080315,12.52468643,40.94702243
16.12606551,42.94050914,9.777956636,32.84061693
17.37635833,69.53312821,8.035576013,38.83888543
17.35052494,53.63186434,19.87696778,35.41265363
27.98420604,69.07397862,17.60629524,43.27572097
29.92089759,36.39558182,12.46811916,38.36194078
26.6673753,69.47071828,11.38754722,43.40686734
34.24345097,89.96482355,12.4132096,66.9008742
22.49741159,32.89272233,4.026242156,28.07159188
20.71424173,88.63045105,7.902754865,54.52038265
32.37198256,54.41447764,0.789190658,38.92033746
19.47191677,82.24520702,9.51092075,50.83534918
34.26445079,76.94312904,10.86049168,41.2846352
15.24308949,64.02097566,4.554994722,36.09999665
34.39757653,74.30695256,19.28057694,55.55465448
15.86319824,82.71093368,18.18909222,49.50775884
32.82286227,54.2484193,14.44286471,32.83369204
25.55402218,49.62198969,10.66773258,34.34872576
34.85929592,70.05560313,17.39938319,57.48599456
16.47593129,78.47075652,2.613046876,50.9352256
26.07708569,75.73710809,15.81019589,48.54369888
34.38605071,77.86881893,2.496416279,54.50675432
25.46195688,56.13499889,15.88421325,37.05039406
27.58797276,79.07005297,5.515351365,40.39513065
28.91497378,37.21254332,17.54181162,26.16679618
24.0908213,62.66934588,18.88084188,50.15253155
27.5511616,30.34551963,2.975919388,22.66332676
26.68628624,49.47514979,9.253512101,33.37724329
33.02316021,51.98769209,19.61974756,38.32555264
15.90892761,53.7703615,9.668148719,43.11217172
20.61926379,71.7280324,17.27095045,53.63378001
34.00822968,53.31348608,11.77463044,50.3080392
32.80527568,56.92161736,7.506598158,39.00848496
24.11313506,44.25264785,5.715671111,31.98152111
27.40265196,52.3951075,4.064461822,27.64802895
20.54762366,43.63617764,15.23596383,38.41424081
18.76242319,34.39175543,7.730810136,18.53186894
24.2739681,66.2069156,10.22550924,43.5146279
22.06704456,70.09276791,9.8465096,38.14928661
26.67312224,67.16942076,11.54558058,40.95142903
16.55469274,57.80964263,17.31154291,33.14722556
34.48789615,52.78714681,19.61478687,37.62352332
34.72421489,81.80001897,8.151684171,50.25199727
28.96323428,61.14490711,16.55037844,39.83015555
25.72192733,58.75091266,15.29055589,44.31681526
21.19055233,31.53852395,11.47057903,18.89622951
31.27590039,50.47486966,19.12094287,39.54710066
28.69462345,52.81173713,4.009490311,41.90594942
18.25233879,53.92936685,2.185284206,30.31146008
33.21854369,64.81034215,17.07923934,42.1969876
31.45074486,62.0161528,8.782996333,41.047276
33.99599827,66.47430557,16.93937708,52.72245372
29.51439017,75.89299569,17.8618041,51.34371387
27.26830392,78.77914432,1.249151872,45.16382224
23.36486073,73.08738457,17.66929526,49.50639281
33.65456967,87.33142176,8.966381107,50.04389725
32.32127779,31.09395496,10.20864978,30.69188833
15.9043734,41.74667914,12.53185022,30.19405817
15.52733949,30.4537725,18.52765213,22.05157617
22.52926734,68.84848285,0.382321889,37.06655701
31.21106662,83.88183294,9.536869366,48.77820572
34.74552259,44.60893779,13.75444085,38.15310052
18.00833782,85.62207269,14.45413915,57.24926803
26.88261431,33.61604342,13.85064863,24.45639699
22.61781713,86.06616161,2.688702588,52.64809998
34.39828796,51.09736123,5.987911767,26.63061426
31.84237846,36.08524971,7.174310508,26.10711184
31.76657409,59.15230555,16.08874415,42.16857917
24.3738632,45.40659406,5.575197448,26.5820784
23.29639005,47.09237412,4.214099277,26.69539205
20.46814144,48.4373979,19.14896038,30.85003567
16.12750993,78.18155387,0.177265702,45.4254467
32.29444753,62.3496766,19.95641711,43.91781089
31.25802018,48.67846195,13.53642598,25.23276606
34.99435347,66.620027,16.56938599,36.51869597
34.93273674,72.96904045,5.892387927,45.10849295
26.10863411,46.35744004,0.286305553,33.3570043
30.3797483,54.81294609,14.75739037,25.7343514
33.8953146,37.3131656,16.68289194,29.66310469
31.99294781,40.86896097,14.80952264,30.36303008
19.94696203,70.86707124,2.857005746,48.93071427
24.01088271,40.88630086,15.06855845,28.73501787
17.5831883,61.50980302,15.37845564,41.02049405
34.08102055,72.5427757,13.17081031,49.83614178
27.12349269,36.41261539,15.32231866,18.75498683
19.57285611,64.03873318,16.91842879,45.11594526
28.43401369,45.39376702,12.27208228,34.7584866
27.36256481,87.77561251,1.772094279,54.99233775
22.16325436,59.0127388,9.752556193,57.73704548
17.27115184,78.35955299,1.552986693,34.25115469
28.43146391,63.01359253,8.150860621,50.28989081
25.40615402,32.60475197,8.142129783,24.11541055
30.44636783,67.98908254,1.320196883,44.82913552
25.40327002,87.08420053,6.976410679,52.33080218
32.04363001,66.09670921,2.219961976,40.98425433
26.03813678,79.15133157,16.1647042,47.77088301
26.21875943,83.0523878,18.95376052,54.83011751
32.53307205,43.68478632,1.446329505,24.30571219
23.06965732,42.72269039,19.10230415,35.85559906
17.68030457,66.65885933,10.45153199,38.64285541
15.57565353,54.66170819,5.991313559,27.55146617
30.10274511,80.39167817,1.537241506,47.28404663
27.40619103,84.0013874,10.01248536,58.51079417
29.08159536,51.20528276,15.89031089,34.82850673
19.25928323,44.21223354,14.14172955,32.50451574
17.72742951,76.83153091,1.004520229,40.28011698
15.29089331,46.48836213,1.458036707,31.91266565
22.01175118,79.35685911,8.057465653,51.32098673
26.79835374,55.42429522,5.905809881,46.17585987
22.8448809,70.05299396,4.647686461,41.93167881
23.74949844,35.73211883,5.620089978,29.45820097
33.08317389,67.43155948,16.06965487,47.34500058
21.96510934,57.10606072,18.58456107,45.33883429
25.27978978,65.19650779,8.102053891,38.20843967
30.67306025,40.08085246,18.12222004,36.59181488
22.93085565,74.2124247,6.429914025,44.29796537
27.441734,81.76782465,9.528739727,50.70123959
32.24727417,43.00438801,4.520579956,32.53925467
33.99041247,35.74287333,12.80952084,31.89166656
17.94146962,31.41831516,19.5796223,24.42637771
33.5317525,68.51829003,12.06986192,47.80620906
24.84232586,66.42564217,7.156281682,49.98736547
20.16488777,62.80184476,12.95634892,44.96890692
24.18271512,43.91682577,2.458413569,34.0506831
34.60065151,53.45435975,17.77318161,38.38431402
